cycle,cycle_folder,deck_file,slide,slide_title,link_form,link_text,url,classification,drive_id,id_len,status,found_at,suggested_fix,fix_note
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology — with Concept Bank.pptx,33,Image credits,printed,"Slide 9, Case B — GFP Mice 01.jpg · see above · CC BY 2.0 · https://commons.wikimedia.org/w/index.php?curid=18345103",https://commons.wikimedia.org/w/index.php?curid=18345103,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology — with Concept Bank.pptx,33,Image credits,printed,"Slide 18, Case A — Plasmid (english).svg · User:Spaully on English wikipedia · CC BY-SA 2.5 · https://commons.wikimedia.org/w/index.php?curid=2080850",https://commons.wikimedia.org/w/index.php?curid=2080850,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology — with Concept Bank.pptx,33,Image credits,printed,"Slide 18, Case B — Recombinant formation of plasmids.svg · Minestrone Soup at · CC BY-SA 3.0 · https://commons.wikimedia.org/w/index.php?curid=46890662",https://commons.wikimedia.org/w/index.php?curid=46890662,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology — with Concept Bank.pptx,33,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,1,TEACHER REFERENCE — not projected to students,printed,Gizmo: DNA Profiling (ExploreLearning — subscription) — https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1092,https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1092,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,1,TEACHER REFERENCE — not projected to students,printed,Learn.Genetics — DNA Extraction virtual lab — https://learn.genetics.utah.edu/content/labs/extraction/,https://learn.genetics.utah.edu/content/labs/extraction/,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,1,TEACHER REFERENCE — not projected to students,printed,Amoeba Sisters — Genetic Engineering — https://www.youtube.com/watch?v=CDw4WPng2iE,https://www.youtube.com/watch?v=CDw4WPng2iE,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,1,TEACHER REFERENCE — not projected to students,printed,Amoeba Sisters — Gel Electrophoresis — https://www.youtube.com/watch?v=ZDZUAleWX78,https://www.youtube.com/watch?v=ZDZUAleWX78,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,4,Bellringer,run,CK-12 Biology — Biotechnology,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/3.13/primary/lesson/biotechnology-bio/,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,4,Bellringer,run,Learn.Genetics — Gel Electrophoresis virtual lab (open on arrival),https://learn.genetics.utah.edu/content/labs/gel/,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,4,Bellringer,run,Khan Academy — Biotechnology,https://www.khanacademy.org/science/high-school-biology/hs-molecular-genetics/hs-biotechnology,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,28,Optional challenge,run,"Background — Gel Electrophoresis virtual lab (Learn.Genetics, University of Utah)",https://learn.genetics.utah.edu/content/labs/gel/,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,31,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/3.13/primary/lesson/biotechnology-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/3.13/primary/lesson/biotechnology-bio/,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,31,Activity and resource links,printed+run,https://learn.genetics.utah.edu/content/labs/gel/,https://learn.genetics.utah.edu/content/labs/gel/,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,31,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-molecular-genetics/hs-biotechnology,https://www.khanacademy.org/science/high-school-biology/hs-molecular-genetics/hs-biotechnology,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,31,Activity and resource links,printed,https://youtu.be/0xv0CBujwZU,https://youtu.be/0xv0CBujwZU,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,31,Activity and resource links,printed,https://youtu.be/2G-yUuiqIZ0,https://youtu.be/2G-yUuiqIZ0,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,31,Activity and resource links,printed,https://youtu.be/6tw_JVz_IEc,https://youtu.be/6tw_JVz_IEc,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,32,Image credits,printed,"Slide 9, Case A — Big and little dog 1.jpg · Ellen Levy Finch / en:User:Elf (uploaded by TBjo · CC BY-SA 3.0 · https://commons.wikimedia.org/w/index.php?curid=1063919",https://commons.wikimedia.org/w/index.php?curid=1063919,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,32,Image credits,printed,"Slide 9, Case B — GFP Mice 01.jpg · see above · CC BY 2.0 · https://commons.wikimedia.org/w/index.php?curid=18345103",https://commons.wikimedia.org/w/index.php?curid=18345103,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,32,Image credits,printed,"Slide 18, Case A — Plasmid (english).svg · User:Spaully on English wikipedia · CC BY-SA 2.5 · https://commons.wikimedia.org/w/index.php?curid=2080850",https://commons.wikimedia.org/w/index.php?curid=2080850,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,32,Image credits,printed,"Slide 18, Case B — Recombinant formation of plasmids.svg · Minestrone Soup at · CC BY-SA 3.0 · https://commons.wikimedia.org/w/index.php?curid=46890662",https://commons.wikimedia.org/w/index.php?curid=46890662,external,,,external (not checked live),n/a — external,,
Cycle 16,Cycle 16 — Mutations & Gene Expression (Unit 4),▶ LIVE — Cycle 16d — Biotechnology.pptx,32,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,Gizmo — Human Evolution: Skull Analysis (subscription),https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=576,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,OneZoom — Tree of Life explorer,https://www.onezoom.org,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,Crash Course Biology — Evolution: It's a Thing,https://youtu.be/P3GagfbA2vo,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,4,Bellringer,run,CK-12 Biology — Fossils,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.15/primary/lesson/fossils-bio/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,4,Bellringer,run,Run PhET Natural Selection for two minutes. Watch a population change while you watch it. Now remember: nobody was there to watch the changes this cycle is about.,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,4,Bellringer,run,Khan Academy — Evidence of Evolution,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,16,Day 1 activity · Critical Aspect 1,run,Background for the teacher: UC Berkeley Understanding Evolution — The Evolution of Whales,https://evolution.berkeley.edu/what-are-evograms/the-evolution-of-whales/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,25,Day 2 activity · Critical Aspect 2,run,Background for the teacher: UC Berkeley Understanding Evolution — Homologies and Analogies,https://evolution.berkeley.edu/evolution-101/the-history-of-life-looking-at-the-patterns/homologies-and-analogies/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,27,Optional challenge,run,Open this for step 4: HHMI BioInteractive — Using DNA to Explore Lizard Phylogeny,https://www.biointeractive.org/classroom-resources/using-dna-explore-lizard-phylogeny,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,29,CONCEPT BANK,run,CK-12 Biology — Fossils,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.15/primary/lesson/fossils-bio/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,29,CONCEPT BANK,run,Khan Academy — Evidence of Evolution,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,31,Activity and resource links,printed+run,https://evolution.berkeley.edu/evolution-101/the-history-of-life-looking-at-the-patterns/homologies-and-analogies/,https://evolution.berkeley.edu/evolution-101/the-history-of-life-looking-at-the-patterns/homologies-and-analogies/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,31,Activity and resource links,printed+run,UC Berkeley Understanding Evolution — The Evolution of Whales (Day 1 whale activity),https://evolution.berkeley.edu/what-are-evograms/the-evolution-of-whales/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,31,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.15/primary/lesson/fossils-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.15/primary/lesson/fossils-bio/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,31,Activity and resource links,printed+run,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,31,Activity and resource links,printed+run,https://www.biointeractive.org/classroom-resources/using-dna-explore-lizard-phylogeny,https://www.biointeractive.org/classroom-resources/using-dna-explore-lizard-phylogeny,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,31,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Slide 20, Case B — Homology vertebrates-en.svg · Волков Владислав Петрович · CC BY-SA 4.0 · https://commons.wikimedia.org/w/index.php?curid=37704829",https://commons.wikimedia.org/w/index.php?curid=37704829,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Slide 9, Case A — Catalogue of the fossil fishes in the British Museum (Natural History) · Internet Archive Book Images · No restrictions · https://commons.wikimedia.org/w/index.php?curid=42073166",https://commons.wikimedia.org/w/index.php?curid=42073166,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Slide 20, Case A — Great Indian Flying Fox (Bat) (40813744885).jpg · Hari K Patibanda · CC BY 2.0 · https://commons.wikimedia.org/w/index.php?curid=93782566",https://commons.wikimedia.org/w/index.php?curid=93782566,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Slide 9, Case B — Ambulocetus skeleton.jpg · Hans Thewissen · CC BY 2.0 · https://commons.wikimedia.org/w/index.php?curid=93895675",https://commons.wikimedia.org/w/index.php?curid=93895675,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 16 — Ambulocetus BW.jpg · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Ambulocetus_BW.jpg,https://commons.wikimedia.org/wiki/File:Ambulocetus_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Slide 25 — Anatomy and physiology of animals Forelimb of a horse.jpg, rotated · Ruth Lawson, Otago Polytechnic · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Anatomy_and_physiology_of_animals_F",https://commons.wikimedia.org/wiki/File:Anatomy_and_physiology_of_animals_Forelimb_of_a_horse.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Slide 25 — human arm, bat wing and whale flipper panels, rotated, from Arm skeleton comparative NF 0102.5-2.png · Wilhelm Leche · Public domain · https://commons.wikimedia.org/wiki/File:Arm_skeleton_c",https://commons.wikimedia.org/wiki/File:Arm_skeleton_comparative_NF_0102.5-2.png,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 16 — Dorudon BW.jpg (flipped left to right) · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Dorudon_BW.jpg,https://commons.wikimedia.org/wiki/File:Dorudon_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Slide 16 — Eubalaena glacialis NOAA.jpg · NOAA, National Marine Fisheries Service · Public domain · https://commons.wikimedia.org/wiki/File:Eubalaena_glacialis_NOAA.jpg",https://commons.wikimedia.org/wiki/File:Eubalaena_glacialis_NOAA.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 17 — Grass snake (Natrix natrix) Pieniny.jpg · Charles J. Sharp · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Grass_snake_(Natrix_natrix)_Pieniny.jpg,https://commons.wikimedia.org/wiki/File:Grass_snake_(Natrix_natrix,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 17 — Nile monitor (Varanus niloticus) 2.jpg · Charles J. Sharp · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Nile_monitor_(Varanus_niloticus)_2.jpg,https://commons.wikimedia.org/wiki/File:Nile_monitor_(Varanus_niloticus,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 17 — Pachyrhachis 1.jpg · JaviDex · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Pachyrhachis_1.jpg,https://commons.wikimedia.org/wiki/File:Pachyrhachis_1.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 16 — Pakicetus BW.jpg · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Pakicetus_BW.jpg,https://commons.wikimedia.org/wiki/File:Pakicetus_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 16 — Rhodocetus BW.jpg (flipped left to right) · Nobu Tamura · CC BY 3.0 · https://commons.wikimedia.org/wiki/File:Rhodocetus_BW.jpg,https://commons.wikimedia.org/wiki/File:Rhodocetus_BW.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,Slide 17 — Rudimentary hindlegs spurs in Boa constrictor snake.jpg · Stefan3345 · CC BY-SA 4.0 · https://commons.wikimedia.org/wiki/File:Rudimentary_hindlegs_spurs_in_Boa_constrictor_snake.jpg,https://commons.wikimedia.org/wiki/File:Rudimentary_hindlegs_spurs_in_Boa_constrictor_snake.jpg,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,32,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,1,TEACHER REFERENCE — not projected to students,run,Gizmo — Human Evolution: Skull Analysis (subscription),https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=576,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,1,TEACHER REFERENCE — not projected to students,run,OneZoom — Tree of Life explorer,https://www.onezoom.org,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,1,TEACHER REFERENCE — not projected to students,run,Crash Course Biology — Evolution: It's a Thing,https://youtu.be/P3GagfbA2vo,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,4,Bellringer,run,CK-12 Biology — Fossils,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.15/primary/lesson/fossils-bio/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,4,Bellringer,run,Run PhET Natural Selection for two minutes. Watch a population change while you watch it. Now remember: nobody was there to watch the changes this cycle is about.,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,4,Bellringer,run,Khan Academy — Evidence of Evolution,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,16,Day 1 activity · Critical Aspect 1,run,Background for the teacher: UC Berkeley Understanding Evolution — The Evolution of Whales,https://evolution.berkeley.edu/what-are-evograms/the-evolution-of-whales/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,25,Day 2 activity · Critical Aspect 2,run,Background for the teacher: UC Berkeley Understanding Evolution — Homologies and Analogies,https://evolution.berkeley.edu/evolution-101/the-history-of-life-looking-at-the-patterns/homologies-and-analogies/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,27,Optional challenge,run,Open this for step 4: HHMI BioInteractive — Using DNA to Explore Lizard Phylogeny,https://www.biointeractive.org/classroom-resources/using-dna-explore-lizard-phylogeny,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,30,Activity and resource links,printed+run,https://evolution.berkeley.edu/evolution-101/the-history-of-life-looking-at-the-patterns/homologies-and-analogies/,https://evolution.berkeley.edu/evolution-101/the-history-of-life-looking-at-the-patterns/homologies-and-analogies/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,30,Activity and resource links,printed+run,UC Berkeley Understanding Evolution — The Evolution of Whales (Day 1 whale activity),https://evolution.berkeley.edu/what-are-evograms/the-evolution-of-whales/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,30,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.15/primary/lesson/fossils-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.15/primary/lesson/fossils-bio/,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,30,Activity and resource links,printed+run,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,30,Activity and resource links,printed+run,https://www.biointeractive.org/classroom-resources/using-dna-explore-lizard-phylogeny,https://www.biointeractive.org/classroom-resources/using-dna-explore-lizard-phylogeny,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,30,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution,https://www.khanacademy.org/science/high-school-biology/hs-evolution/hs-evidence-of-evolution,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Slide 20, Case B — Homology vertebrates-en.svg · Волков Владислав Петрович · CC BY-SA 4.0 · https://commons.wikimedia.org/w/index.php?curid=37704829",https://commons.wikimedia.org/w/index.php?curid=37704829,external,,,external (not checked live),n/a — external,,
Cycle 17,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,31,Image credits,printed,"Slide 9, Case A — Catalogue of the fossil fishes in the British Museum (Natural History) · Internet Archive Book Images · No restrictions · https://commons.wikimedia.org/w/index.php?curid=42073166",https://commons.wikimedia.org/w/index.php?curid=42073166,external,,,external (not checked live),n/a — external,,
